dataset_name;run_id;setting;accuracy;balanced_accuracy;recall_0;precision_0;recall_1;precision_1;dataset_size;abs_0;rel_0;abs_1;rel_1;active_learning_cycles;samples_per_cycle;initial_sample;active_sampling_strategy;balancing_factor;random_seed;unlabeled_samples;model_name;output_dir;batch_size;num_epochs;max_steps;sampling_strategy;num_iterations;body_learning_rate;head_learning_rate;loss;distance_metric;margin;end_to_end;use_amp;warmup_proportion;l2_weight;max_length;samples_per_label;show_progress_bar;seed;report_to;run_name;logging_dir;logging_strategy;logging_first_step;logging_steps;evaluation_strategy;eval_steps;eval_delay;eval_max_steps;save_strategy;save_steps;save_total_limit;load_best_model_at_end;metric_for_best_model;greater_is_better
twitter_humor;0;random;0.673;0.519;0.994;0.670;0.044;0.800;16;12;0.75;4;0.25;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;1;random;0.703;0.643;0.828;0.749;0.459;0.576;16;11;0.69;5;0.31;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;2;max_entropy;0.781;0.752;0.842;0.830;0.663;0.682;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;3;max_entropy;0.703;0.649;0.816;0.755;0.481;0.572;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;4;max_entropy_balanced;0.723;0.659;0.859;0.756;0.459;0.624;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;5;max_entropy_balanced;0.688;0.601;0.870;0.718;0.331;0.566;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;6;random;0.729;0.649;0.895;0.746;0.403;0.664;16;11;0.69;5;0.31;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;7;random;0.697;0.674;0.746;0.786;0.602;0.548;16;9;0.56;7;0.44;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;8;max_entropy;0.755;0.710;0.850;0.794;0.569;0.660;16;10;0.62;6;0.38;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;9;max_entropy;0.693;0.651;0.782;0.761;0.519;0.550;16;8;0.50;8;0.50;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x783ff6a5ed40>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_10-39-28_231630db5557;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
